Avenue van der Meerschen,van der Meerschenlaan,M
Avenue Van Praet,Van Praetlaan,M
Avenue Vanderaey,Vanderaeylaan,M
Avenue Vandromme,Vandrommelaan,M
Avenue Verdi,Verdilaan,M
Avenue Victor et Jules Bertaux,Victor en Jules Bertauxlaan,M
Avenue Victor Gilsoul,Victor Gilsoullaan,M
Avenue Victor Jacobs,Victor Jacobslaan,M
Avenue Victor Moreau,Victor Moreaulaan,M
Avenue Victor Olivier,Victor Olivierlaan,M
Avenue Victor Rousseau,Victor Rousseaulaan,M
Avenue Victor Tahon,Victor Tahonlaan,M
Avenue Victor-Emmanuel III,Victor-Emmanuel III laan,M
Avenue Victoria,Victorialaan,F
Avenue Vincent Van Gogh,Vincent Van Goghlaan,M
Avenue Vincent Vandermaelen,Vincent Vandermaelenlaan,M
Avenue Vital Riethuisen,Vital Riethuisenlaan,M
Avenue Voltaire,Voltairelaan,M
Avenue Waxweiler,Waxweilerlaan,M
Avenue Wellington,Wellingtonlaan,M
Avenue Winston Churchill,Winston Churchilllaan,M
Avenue Xavier Henrard,Xavier Henrardlaan,M
Avenue Yvan Lutens,Yvan Lutenslaan,M
Avenue Zaman,Zamanlaan,M
Avenue Zénobe Gramme,Zénobe Grammelaan,M
Boulevard Adolphe Max,Adolphe Maxlaan,M
Boulevard Anspach,Anspachlaan,M
Boulevard Aristide Briand,Aristide Briandlaan,M
Boulevard Auguste Reyers,Auguste Reyerslaan,M
Boulevard Barthélémy,Barthelemylaan,M
Boulevard Baudouin,Boudewijnlaan,M
Boulevard Brand Whitlock,Brand Whitlocklaan,M
Boulevard Charlemagne,Karel de Grotelaan,M
Boulevard Clovis,Clovislaan,M
Boulevard de Smet de Naeyer,de Smet de Naeyerlaan,M
Boulevard du Roi Albert II,Koning Albert II-laan,M
Boulevard Edmond Machtens,Edmond Machtenslaan,M
Boulevard Émile Bockstael,Emile Bockstaellaan,M
Boulevard Emile Jacqmain,Emile Jacqmainlaan,M
Boulevard Félix Paulsen,Félix Paulsenlaan,M
Boulevard Général Jacques,Generaal Jacqueslaan,M
Boulevard Général Wahis,Generaal Wahislaan,M
Boulevard Guillaume Van Haelen,Guillaume Van Haelenlaan,M
Boulevard Henri Simonet,Henri Simonetlaan,M
Boulevard Jamar,Jamarlaan,M
Boulevard Joseph Bracops,Joseph Bracopslaan,M
Boulevard Josse Leemans,Josse Leemanslaan,M
Boulevard Jules Graindor,Jules Graindorlaan,M
Boulevard Lambermont,Lambermontlaan,M
Boulevard Léopold II,Leopold II-laan,M
Boulevard Léopold III,Leopold III-laan,M
Boulevard Louis Mettewie,Louis Mettewielaan,M
Boulevard Louis Schmidt,Louis Schmidtlaan,M
Boulevard Maria Groeninckx-De May,Maria Groeninckx-De Maylaan,F
Boulevard Maurice Carême,Maurice Carêmelaan,M
Boulevard Maurice Herbette,Maurice Herbettelaan,M
Boulevard Maurice Lemonnier,Maurice Lemonnierlaan,M
Boulevard Pachéco,Pachecolaan,M
Boulevard Poincaré,Poincarélaan,M
Boulevard Prince de Liège,Prins van Luiklaan,M
Boulevard Saint-Lazare,Sint-Lazaruslaan,M
Boulevard Saint-Michel,Sint-Michielslaan,M
Boulevard Shakespeare,Shakespearelaan,M
Boulevard Simon Bolivar,Simon Bolivarlaan,M
Boulevard Sylvain Dupuis,Sylvain Dupuislaan,M
Boulevard Théo Lambert,Théo Lambertlaan,M
Carré Cassimans,Cassimansblok,M
Carré Meert,Meertblok,M
Carré Pauwels,Pauwelsblok,M
Carré Peeters,Peetersblok,M
Carré Stevens,Stevensblok,M
Carrefour Sainte-Anne,Sint-Annakruispunt,F
Chaussée de Saint-Job,Sint-Jobsesteenweg,M
Chemin Alfred Hitchcock,Alfred Hitchcockweg,M
Chemin Bourvil,Bourvilweg,M
Chemin Charles Vanel,Charles Vanelweg,M
Chemin Eric von Stroheim,Eric von Stroheimweg,M
Chemin François Truffaut,François Truffautweg,M
Chemin Laurence Olivier,Laurence Oliviergaarde,M
Chemin Luigi Visconti,Luigi Viscontiweg,M
Chemin Luis Bunuel,Luis Bunuelweg,M
Chemin Pierre Vereman,Pierre Veremanweg,M
Cité Fontainas,Fontainashof,M
Cité Jourdan,Jourdan Wijk,M
Clos A.J. Slegers,A.J. Slegersgaarde,M
Clos Albert Crommelynck,Albert Crommelynckgaarde,M
Clos Albert Marinus,Albert Marinusgaarde,M
Clos Alberto Santos Dumont,Alberto Santos Dumontgaarde,M
Clos André Lagasse,André Lagassegaarde,M
Clos André Rappe,André Rappegaarde,M
Clos Andrée De Jongh,Andrée de Jonghgaarde,F
Clos Andrée Dumont,Andrée Dumontgaarde,F
Clos Bourgmestre De Keyser,Burgemeester De Keysergaarde,M
Clos Cassiopée,Cassiopeagaarde,F
Clos Comte De Ferraris,Graaf De Ferrarisgaarde,M
Clos Dandoy,Dandoygaarde,M
Clos de l'Abbé Froidure,Priester Froiduregaarde,M
Clos du Drossart,Drossaardgaarde,M
Clos du Drossart,,M
Clos Edgard Neuberger,Edgard Neubergergaarde,M
Clos Fernand Tonnet,Fernand Tonnetgaarde,M
Clos Ingrid Bergman,Ingrid Bergmangaarde,F
Clos Jacques Wagner,Jacques Wagnergaarde,M
Clos Jean Mermoz,Jean Mermozgaarde,M
Clos Jean Van Ryn,Jean Van Ryngaarde,M
Clos Jean-Pierre De Launoit,Jean-Pierre De Launoitgaarde,M
Clos Joseph Hanse,Joseph Hanse hof,M
Clos Joseph Hendrickx,Joseph Hendrickxgaarde,M
Clos Joseph Otten,Joseph Ottengaarde,M
Clos Louis Banken,Louis Bankengaarde,M
Clos Lucien Outers,Lucien Outersgaarde,M
Clos Marcel Fonteyne,Marcel Fonteynegaarde,M
Clos Marilyn Monroe,Marilyn Monroegaarde,F
Clos Paul Delforge,Paul Delforgegaarde,M
Clos Pierre Dupont,Pierre Dupontgaarde,M
Clos Pierre Vander Biest,Pierre Vander Biestgaarde,M
Clos Prométhée,Prometheusgaarde,M
Clos René Magritte,René Magrittegaarde,M
Clos Saint-Georges,Sint-Georgiousgaarde,M
Clos Saint-Georges,Sint-Georgiusgaarde,M
Clos Saint-Martin,Sint-Martinusgaarde,M
Clos Theodore de Cuyper,Theodore de Cuypergaarde,M
Clos Victor Gilsoul,Victor Gilsoulgaarde,M
Clos Willy Chambon,Willy Chambongaarde,M
Cour Saint-Lazare,Sint-Lazarushof,M
Cours Gordon Bennett,Gordon Bennettwarande,M
Cours Paul-Henri Spaak,Paul-Henri Spaak Promenade,M
Cours Saint Guidon,Sint-Guidocorso,M
Cours Saint-Michel,Sint-Michielswarande,M
Drève Aleyde De Brabant,Aleyde Van Brabantdreef,F
Drève Aurélie Solvay,Aurélie Solvaydreef,F
Drève de Saint-Hubert,Sint-Hubertusdreef,M
Drève Joseph Vanderborght,Joseph Vanderborghtdreef,M
Drève Louisa Chaudoir,Louisa Chaudoirdreef,F
Drève Recteur Van Waeyenbergh,Rector Van Waeyenberghdreef,M
Drève Sainte-Anne,Sint-Annadreef,F
Drève Saint-Hubert,Sint-Hubertusdreef,M
Drève Soetkin,Soetkindreef,F
Drève Tyl Uylenspiegel,Tijl Uilenspiegeldreef,M
Esplanade Paul-Henri Spaak,Paul-Henri Spaakvoorplein,M
Galerie Horta,Hortagalerij,M
Galerie Ravenstein,Ravensteingalerij,M
Impasse Madrille,Madrillegang,M
Impasse Ronsmans,Ronsmansgang,M
Impasse Saint Sébastien,Sint-Sebastiaansgang,M
Impasse Sainte-Pétronille,Sint-Petronillagang,F
Impasse Saint-Jacques,Sint-Jakobsgang,M
Impasse Saint-Nicolas,Sint-Nikolaasgang,M
Jardin Martin V,Martinus V-tuin,M
Mont Saint-Lambert,Sint-Lambertusberg,M
Parc Jean Monnet,Jean Monnetpark,M
Parvis Notre-Dame,Onze-Lieve-Vrouwvoorplein,F
Parvis Saint-Antoine,Sint-Antoniusvoorplein,M
Parvis Sainte-Alix,Sinte-Aleidisvoorplein,F
Parvis Sainte-Cécile,Sint-Ceciliavoorplein,F
Parvis Saint-Henri,Sint-Hendriksvoorplein,M
Parvis Saint-Jean-Baptiste,Sint-Jan-Baptistvoorplein,M
Parvis Saint-Pierre,Sint-Pietersvoorplein,M
Passage Charles Rogier,Karel Rogier doorgang,M
Passage Joe Van Holsbeeck,Joe Van Holsbeeckpassage,M
Passage Marguerite Yourcenar,Marguerite Yourcenar doorgang,F
Passage Oliver Hardy,Oliver Hardydoorgang,M
Passage Simone Signoret,Simone Signoretdoorgang,F
Passage Stan Laurel,Stan Laurel Doorgang,M
Passage Yves Montano,Yves Montanodoorgang,M
Passerelle Fransman-Stevens,Voetgangersbrug Fransman-Stevens,M
Petite rue Anna Magnani,Kleine Anna Magnanistraat,F
Petite Rue Malibran,Korte Malibranstraat,F
Petite Rue Sainte-Anne,Kleine Sint-Annastraat,F
Place Adolphe Sax,Adolphe Saxplein,M
Place Aimé Dandoy,Aimé Dandoyplein,M
Place Akarova,Akarovaplein,F
Place Albert Leemans,Albert Leemansplein,M
Place Alexandre Pouchkine,Alexander Poesjkinplein,M
Place Alphonse Lemmens,Alphonse Lemmensplein,M
Place André Duchêne,André Duchêneplein,M
Place Andrée Payfa-Fosseprez,Andrée Payfa-Fosseprezplein,F
Place Anneessens,Anneessensplein,M
Place Antoine Delporte,Antoine Delporteplein,M
Place Antoine Gilson,Antoine Gilsonplein,M
Place Arthur Van Gehuchten,Arthur Van Gehuchtenplein,M
Place Bara,Baraplein,M
Place Bizet,Bizetplein,M
Place Cardinal Mercier,Kardinaal Mercierplein,M
Place Charles Graux,Charles Grauxplein,M
Place Charles Rogier,Karel Rogierplein,M
Place Colignon,Colignonplein,M
Place Colonel Bremer,Kolonel Bremerplein,M
Place Constantin Meunier,Constantin Meunieurplein,M
Place Dailly,Daillyplein,M
Place De Brouckère,De Brouckèreplein,M
Place de Jamblinne de Meux,de Jamblinne de Meuxplein,M
Place de la Reine Paola,Koningin Paolaplein,F
Place de l'Albertine,Albertinaplein,M
Place Docteur Schweitzer,Dokter Schweitzerplein,M
Place du Roi Vainqueur,Koning Overwinnaarplein,M
Place Dumon,Dumonplein,M
Place Edmond Leroy,Edmond Leroyplaats,M
Place Édouard Pinoy,Edouard Pinoyplein,M
Place Émile Bockstael,Emile Bockstaelplein,M
Place Émile Danco,Émile Dancoplein,M
Place Ernest S'Jonghers,Ernest S'Jonghersplein,M
Place Eugène Flagey,Eugène Flageyplein,M
Place Eugène Keym,Eugène Keymplein,M
Place Eugène Simonis,Eugène Simonisplein,M
Place Eugène Verboekhoven,Eugène Verboekhovenplein,M
Place Félix Govaert,Félix Govaertplein,M
Place Fernand Cocq,Fernand Cocqplein,M
Place Fontainas,Fontainasplein,M
Place François Bossuet,François Bossuetplein,M
Place Gaucheret,Gaucheretplein,M
Place Général Meiser,Generaal Meiserplein,M
Place Georges Brugmann,Georges Brugmannplein,M
Place Guido Gezelle,Guido Gezelleplein,M
Place Gustave Pattyn,Gustave Pattynplein,M
Place Guy d'Arezzo,Guido van Arezzoplein,M
Place Henri Conscience,Hendrik Conscienceplein,M
Place Henri De Smet,Henri De Smetplein,M
Place Henri Vanhuffel,Henri Vanhuffelplein,M
Place Hermann Dumont,Hermann Dumontplein,M
Place Hervé Brouhon,Hervé Brouhonplats,M
Place Homère Goossens,Homère Goossensplein,M
Place Houwaert,Houwaertplein,M
Place Jean De Paduwa,Jan De Paduwaplaats,M
Place Jean de Paduwa,Jean de Paduwaplein,M
Place Jean Gabin,Jean Gabinplein,M
Place Jean Jacobs,Jan Jacobsplein,M
Place Jean Rey,Jean Reyplein,M
Place Jean Vander Elst,Jean Vander Elstplein,M
Place Jean-Baptiste Carnoy,Jean-Baptiste Carnoyplein,M
Place Jean-Baptiste Degrooff,Jean-Baptiste Degrooffplein,M
Place Jean-Louis Thys,Jean-Louis Thysplaats,M
Place Jef Mennekens,Jef Mennekensplaats,M
Place Jo Cox,Jo Coxplein,F
Place Joseph Benoît Willems,Joseph Benoît Willemsplein,M
Place Joseph Wauters,Joseph Wautersplein,M
Place Jourdan,Jourdanplein,M
Place Julien Dillens,Julien Dillensplein,M
Place Laneau,Laneauplein,M
Place Lehon,Lehonplein,M
Place Léon Vanderkindere,Léon Vanderkindereplein,M
Place Léon Wielemans,Léon Wielemansplein,M
Place Léopold Rosy,Léopold Rosyplein,M
Place Léopold Wiener,Léopold Wienerplein,M
Place Liedts,Liedtsplein,M
Place Loix,Loixplein,M
Place Louis Morichar,Louis Moricharplein,M
Place Louis Steens,Louis Steensplein,M
Place Louise,Louizaplein,F
Place Madou,Madouplein,M
Place Madou,Madouplein,M
Place Marcel Broodthaers,Marcel Broodthaersplein,M
Place Marguerite d'Autriche,Margaretha van Oostenrijkplein,F
Place Marie-José,Marie-Joséplein,F
Place Martin Luther King,Martin Luther Kingplein,M
Place Masui,Masuiplein,M
Place Maurice Van Meenen,Maurice Van Meenenplein,M
Place Max Tircher,Max Tircherplein,M
Place Ministre Wauters,Minister Wautersplein,M
Place Olivier Strebelle,Olivier Strebelleplein,M
Place Oscar Ruelens,Oscar Ruelensplein,M
Place Paul Craps,Paul Crapsplein,M
Place Peter Benoit,Peter Benoitplein,M
Place Philippe Werrie,Philippe Werrieplein,M
Place Poelaert,Poelaertplein,M
Place Pogge,Poggeplein,M
Place Princesse Elisabeth,Prinses Elisabethplein,F
Place Quetelet,Queteletplein,M
Place Quetelet,Queteletplein,M
Place Raymond Blyckaerts,Raymond Blyckaertsplein,M
Place Reine Astrid,Koningin Astridplein,F
Place Reine Fabiola,Koningin Fabiolaplein,F
Place Rik Wouters,Rik Woutersplein,M
Place Roi Baudouin,Koning Boudewijnplein,M
Place Rouppe,Rouppeplein,M
Place Saint-Antoine,Sint-Antoonplein,M
Place Saint-Denis,Sint-Denijsplein,M
Place Sainte-Catherine,Sint-Katelijneplein,F
Place Sainte-Gudule,Sinter-Goedeleplein,F
Place Saint-Géry,Sint-Goriksplein,M
Place Saint-Jean,Sint-Jansplein,M
Place Saint-Josse,Sint-Joostplein,M
Place Saint-Lambert,Sint-Lambertusplein,M
Place Saint-Lazare,Sint-Lazarusplein,M
Place Saint-Nicolas,Sint-Nikolaasplein,M
Place Saint-Pierre,Sint-Pietersplein,M
Place Saint-Vincent,Sint-Vincentiusplaats,M
Place Salvador Allende,Salvador Allendeplein,M
Place Séverine,Séverineplein,F
Place Simon Bolivar,Simon Bolivarplein,M
Place Solvay,Solvayplein,M
Place Solvay,Solvayplein,M
Place Stéphanie,Stefaniaplein,F
Place Stephenson,Stephensonplein,M
Place Surlet de Chokier,Surlet de Chokierplein,M
Place Thomas Balis,Thomas Balisplein,M
Place Van Meyel,Van Meyelplein,M
Place Vanhuffel,Vanhuffelplein,M
Place Verdi,Verdiplein,M
Place Verheyleweghen,Verheyleweghenplein,M
Place Victor Horta,Victor Hortaplein,M
Place Voltaire,Voltaireplein,M
Place Wappers,Wappersplein,M
Pont Borée,Boreabrug,M
Pont Fernand Demany,Fernand Demanybrug,M
Pont Suzan Daniel,Suzan Danielbrug,F
Pont Van Praet,Van Praetbrug,M
Promenade Gérard Philippe,Gérard-Philippewandelpad,M
Promenade Hippolyte Rolin,Hippolyte Rolinpromenade,M
Promenade Jacques Ledoux,Jacques Ledoux Wandeling,M
Quai Fernand Demets,Fernand Demetskaai,M
Quai Léon Monnoyer,Léon Monnoyerkaai,M
Quai Monnoyer,Monnoyerkaai,M
Quai Reine Astrid,Kw Koningin Astrid,F
Rond Point Charles Solau,Charles Solauplein,M
Rond Point Henri Simonet,Henri Simonetplein,M
Rond-Point Henri Nestlé,Henri Nestléplein,M
Rond-Point Jean Offenberg,Jean Offenbergplein,M
Rond-point Louis Thévenet,Louis Thévenetrondpunt,M
Rond-Point Pierre de Tollenaere,Pierre de Tollenaereplein,M
Rond-point René Cliquet,René Cliquetplein,M
Rond-Point Robert Schuman,Robert Schumanplein,M
Rond-point Winston Churchill,Winston Churchillplein,M
Rue Abbé Cuylits,Pastoor Cuylitsstraat,M
Rue Abbé Cuypers,Priester Cuypersstraat,M
Rue Abbé de l'Epée,Priester de l'Epéestraat,M
Rue Abbé Jean Heymans,Priester Jean Heymansstraat,M
Rue Abbé Paul Le Roux,Priester Paul Le Rouxstraat,M
Rue Abbé Victor de Sloover,Priester Victor de Slooverstraat,M
Rue Achille Detienne,Achille Detiennestraat,M
Rue Achille Jonas,Achille Jonasstraat,M
Rue Adolphe De Brandt,Adolf De Brandtstraat,M
Rue Adolphe Keller,Adolphe Kellerstraat,M
Rue Adolphe Lavallée,Adolphe Lavalléestraat,M
Rue Adolphe Marbotin,Adolphe Marbotinstraat,M
Rue Adolphe Mathieu,Adolphe Mathieustraat,M
Rue Adolphe Prins,Adolphe Prinsstraat,M
Rue Adolphe Roobaert,Adolphe Roobaertstraat,M
Rue Adolphe Vandenschrieck,Adolphe Vandenschrieckstraat,M
Rue Adolphe Willemijns,Adolphe Willemijnsstraat,M
Rue Adolphe Willemijns,Demosthenesstraat,M
Rue Adolphe Willemyns,Adolphe Willemynsstraat,M
Rue Aimé Smekens,Aimé Smekensstraat,M
Rue Albert,Albertstraat,M
Rue Albert De Bast,Albert De Baststraat,M
Rue Albert de Latour,Albert de Latourstraat,M
Rue Albert De Meyer,Albert De Meyerstraat,M
Rue Albert De Meyer,Albert De Meyerstraat,M
Rue Albert Dillie,Albert Dilliestraat,M
Rue Albert Krings,Albert Kringsstraat,M
Rue Albert Lacroix,Albert Lacroixstraat,M
Rue Albert Meunier,Albert Meunierstraat,M
Rue Albert Meurice,Albert Meuricestraat,M
Rue Albert Vanderkindere,Albert Vanderkinderestraat,M
Rue Alderson Jeuniau,Alderson Jeuniaustraat,M
Rue Alex Marcette,Alex Marcettestraat,M
Rue Alexandre De Craene,Alexandre De Craenestraat,M
Rue Alexandre Markelbach,Alexandre Markelbachstraat,M
Rue Alexandre Pierrard,Alexandre Pierrardstraat,M
Rue Alexandre Wouters,Alexandre Woutersstraat,M
Rue Alexis Mousin,Alexis Mousinstraat,M
Rue Alexis Willem,Alexis Willemstraat,M
Rue Alfred Cluysenaar,Alfred Cluysenaarstraat,M
Rue Alfred Doulceron,Alfred Doulceronstraat,M
Rue Alfred Dubois,Alfred Duboisstraat,M
Rue Alfred Giron,Alfred Gironstraat,M
Rue Alfred Orban,Alfred Orbanstraat,M
Rue Alfred Stevens,Alfred Stevensstraat,M
Rue Allard,Allardstraat,M
Rue Aloïs Verstraeten,Aloïs Verstraetenstraat,M
Rue Alphonse Asselbergs,Alphonse Asselbergsstraat,M
Rue Alphonse Balis,Alphonse Balisstraat,M
Rue Alphonse De Witte,Alphonse De Wittestraat,M
Rue Alphonse Demunter,Alphonse Demunterstraat,M
Rue Alphonse et Maurice Hellinckx,Alphonse en Maurice Hellinckxstraat,M
Rue Alphonse Hottat,Alphonse Hottatstraat,M
Rue Alphonse Renard,Alphonse Renardstraat,M
Rue Alphonse Vande Maele,Alfons Vande Maelestraat,M
Rue Alphonse Vanden Bossche,Alfons Vanden Bosschestraat,M
Rue Alphonse Vandenpeereboom,Alphonse Vandenpeereboomstraat,M
Rue Alphonse Wauters,Alphonse Wautersstraat,M
Rue Amédée Lynen,Amédée Lynenstraat,M
Rue Amélie Gomand,Amélie Gomandstraat,F
Rue Anatole France,Anatole Francestraat,M
Rue André Baillon,André Baillonstraat,M
Rue André Bertulot,André Bertulotstraat,M
Rue André Crabbe,André Crabbestraat,M
Rue André Fauchille,André Fauchillestraat,M
Rue André Hennebicq,André Hennebicqstraat,M
Rue André Van Hasselt,André Van Hasseltstraat,M
Rue Andrée de Jongh,Andrée de Jonghstraat,F
Rue Anneessens,Anneessensstraat,M
Rue Antoine Baeck,Antoine Baeckstraat,M
Rue Antoine Bréart,Antoine Bréartstraat,M
Rue Antoine Bréart,Antoine Bréartstraat,M
Rue Antoine Clesse,Antoine Clessestraat,M
Rue Antoine Court,Antoine Courtstraat,M
Rue Antoine Dansaert,Antoine Dansaertstraat,M
Rue Antoine Diderich,Antoine Diderichstraat,M
Rue Antoine Gautier,Antoine Gautierstraat,M
Rue Antoine Labarre,Antoine Labarrestraat,M
Rue Antoine Nys,Antoine Nysstraat,M
Rue Antoine Vandergoten,Antoine Vandergotenstraat,M
Rue Antonius Dewinter,Antonius Dewinterstraat,M
Rue Archimède,Archimedesstraat,M
Rue Armand Campenhout,Armand Campenhoutstraat,M
Rue Armand De Neuter,Armand De Neuterstraat,M
Rue Armand de Roo,Armand de Roostraat,M
Rue Armand de Saulnier,Armand de Saulnierstraat,M
Rue Armand Swevers,Armand Sweversstraat,M
Rue Arnold Sohie,Arnold Sohiestraat,M
Rue Artan,Artanstraat,M
Rue Arthur André,Arthur Andréstraat,M
Rue Arthur Cosyn,Arthur Cosynstraat,M
Rue Arthur Dehem,Arthur Dehemstraat,M
Rue Arthur Diderich,Arthur Diderichstraat,M
Rue Arthur Maes,Arthur Maesstraat,M
Rue Arthur Roland,Arthur Rolandstraat,M
Rue Audrey Hepburn,Audrey Hepburnstraat,F
Rue Auguste Beernaert,Auguste Beernaertstraat,M
Rue Auguste Danse,Auguste Dansestraat,M
Rue Auguste De Boeck,August De Boeckstraat,M
Rue Auguste De Cock,Auguste De Cockstraat,M
Rue Auguste Denie,Auguste Deniestraat,M
Rue Auguste Gevaert,Auguste Gevaertstraat,M
Rue Auguste Hainaut,Auguste Hainautstraat,M
Rue Auguste Heene,Auguste Heenestraat,M
Rue Auguste Lambiotte,Auguste Lambiottestraat,M
Rue Auguste Lumière,Auguste Lumièrestraat,M
Rue Auguste Orts,Auguste Ortsstraat,M
Rue Auguste Renoir,Auguste Renoirstraat,M
Rue Auguste Snieders,Auguste Sniedersstraat,M
Rue Auguste Van Zande,Auguste Van Zandestraat,M
Rue Augustin Delporte,Augustin Delportestraat,M
Rue Aviateur Thieffry,Vlieger Thieffrystraat,M
Rue Bara,Barastraat,M
Rue Baron de Castro,Baron de Castrostraat,M
Rue Baron de Laveleye,Baron de Laveleyestraat,M
Rue Baron Dhanis,Baron Dhanisstraat,M
Rue Baron Guillaume Van Hamme,Baron Guillaume Van Hammestraat,M
Rue Baron Horta,Baron Hortastraat,M
Rue Baron Lambert,Baron Lambertstraat,M
Rue Baron Perelman,Baron Perelmanstraat,M
Rue Baron Roger Vander Noot,Baron Roger Vander Nootstraat,M
Rue Bâtonnier Braffort,Stafhouder Braffortstraat,M
Rue Beeckman,Beeckmanstraat,M
Rue Belliard,Belliardstraat,M
Rue Béranger,Bérangerstraat,M
Rue Berckmans,Berckmansstraat,M
Rue Berthelot,Berthelotstraat,M
Rue Blaes,Blaesstraat,M
Rue Blanche,Blanchestraat,M
Rue Blockmans,Blockmansstraat,M
Rue Bodeghem,Bodegemsestraat,M
Rue Boduognat,Boduognatusstraat,M
Rue Bollinckx,Bollinckxstraat,M
Rue Bonaventure,Bonaventurestraat,M
Rue Bonneels,Bonneelsstraat,M
Rue Bordiau,Bordiaustraat,M
Rue Borrens,Borrensstraat,M
Rue Bosquet,Bosquetstraat,M
Rue Bouvier,Bouvierstraat,M
Rue Braemt,Braemtstraat,M
Rue Brederode,Brederodestraat,M
Rue Breesch,Breeschstraat,M
Rue Breughel,Breughelstraat,M
Rue Breydel,Breydelstraat,M
Rue Breydel,Breydelstraat,M
Rue Brialmont,Brialmontstraat,M
Rue Brichaut,Brichautstraat,M
Rue Brogniez,Brogniezstraat,M
Rue Brogniez,Brogniezstraat,M
Rue Brunard,Brunardstraat,M
Rue Buchholtz,Buchholtzstraat,M
Rue Buffon,Buffonstraat,M
Rue Cail et Halot,Cail et Halotstraat,M
Rue Calvin,Calvijnstraat,M
Rue Camille Coquilhat,Camille Coquilhatstraat,M
Rue Camille Lemonnier,Camille Lemonnierstraat,M
Rue Camille Simoens,Camille Simoensstraat,M
Rue Camille Van Exter,Camille Van Exterstraat,M
Rue Camille Wollès,Camille Wollèsstraat,M
Rue Camusel,Camuselstraat,M
Rue Capitaine Crespel,Kapitein Crespelstraat,M
Rue Capitaine Joubert,Kapitein Joubertstraat,M
Rue Caporal Claes,Korporaal Claesstraat,M
Rue Caporal Trésignies,Korporaal Trésigniesstraat,M
Rue Capouillet,Capouilletstraat,M
Rue Capronnier,Capronnierstraat,M
Rue Cardinal Lavigerie,Kardinaal Lavigeriestraat,M
Rue Caroly,Carolystraat,M
Rue Cervantès,Cervantesstraat,M
Rue César Depaepe,César Depaepestraat,M
Rue César Franck,César Franckstraat,M
Rue Charles Bernaerts,Charles Bernaertsstraat,M
Rue Charles Buls,Karel Bulsstraat,M
Rue Charles Cammaert,Karel Cammaertstraat,M
Rue Charles De Buck,Charles De Buckstraat,M
Rue Charles Decoster,Charles Decosterstraat,M
Rue Charles Degroux,Charles Degrouxstraat,M
Rue Charles Demeer,Charles Demeerstraat,M
Rue Charles Hanssens,Charles Hanssensstraat,M
Rue Charles Lechat,Charles Lechatstraat,M
Rue Charles Legrelle,Charles Legrellestraat,M
Rue Charles Lemaire,Charles Lemairestraat,M
Rue Charles Malis,Charles Malisstraat,M
Rue Charles Martel,Karel Martelstraat,M
Rue Charles Meert,Charles Meertstraat,M
Rue Charles Moens,Charles Moensstraat,M
Rue Charles Parenté,Charles Parentéstraat,M
Rue Charles Pas,Charles Passtraat,M
Rue Charles Quint,Keizer Karelstraat,M
Rue Charles Ramaekers,Charles Ramaekersstraat,M
Rue Charles Van Lerberghe,Charles Van Lerberghestraat,M
Rue Charles Vanderstappen,Charles Vanderstappenstraat,M
Rue Charles VI,Karel VI straat,M
Rue Charles VI,Karel VI-straat,M
Rue Charlie Chaplin,Charlie Chaplinstraat,M
Rue Chopin,Chopinstraat,M
Rue Claessens,Claessensstraat,M
Rue Claude Debussy,Claude Debussystraat,M
Rue Clémentine,Clementinestraat,F
Rue Coenraets,Coenraetsstraat,M
Rue Colonel Bourg,Kolonel Bourgstraat,M
Rue Colonel Chaltin,Kolonel Chaltinstraat,M
Rue Colonel Van Gele,Kolonel Van Gelestraat,M
Rue Commandant Charcot,Commandant Charcotstraat,M
Rue Commandant Ponthier,Kommandant Ponthierstraat,M
Rue Copernic,Copernicusstraat,M
Rue Coppens,Coppensstraat,M
Rue Corneille De Clercq,Corneille De Clercqstraat,M
Rue Corneille Hoornaert,Corneille Hoornaertstraat,M
Rue Cornet de Grez,Cornet de Grezstraat,M
Rue Crickx,Crickxstraat,M
Rue Crocq,Crocqstraat,M
Rue Cuerens,Cuerensstraat,M
Rue Cyriel Buysse,Cyriel Buyssestraat,M
Rue d'Accolay,Accolaystraat,M
Rue d'Anethan,d'Anethanstraat,M
Rue Daniel Van Damme,Daniel Van Dammestraat,M
Rue Dante,Dantestraat,M
Rue Darwin,Darwinstraat,M
Rue Dautzenberg,Dautzenbergstraat,M
Rue David Van Bever,David Van Beverstraat,M
Rue de Bériot,De Bériotstraat,M
Rue de Bériot,de Bériotstraat,M
Rue de Beughem,Beughemstraat,F
Rue de Beughem,de Beughemstraat,F
Rue De Broyer,De Broyerstraat,M
Rue de Bruyn,de Bruynstraat,M
Rue de Ciplet,de Cipletstraat,F
Rue De Crayer,De Crayerstraat,M
Rue de Fiennes,de Fiennesstraat,M
Rue de Fierlant,de Fierlantstraat,M
Rue de Formanoir,de Formanoirstraat,M
Rue de Gerlache,de Gerlachestraat,M
Rue de Haerne,de Haernestraat,M
Rue de Hennin,de Henninstraat,M
Rue De Koninck,De Koninckstraat,M
Rue de la Madeleine,Magdalenasteenweg,F
Rue de la Madeleine,Magdalenastraat,F
Rue de l'Éclusier Cogge,Sluismeester Coggestraat,M
Rue De Lenglentier,De Lenglentierstraat,M
Rue de Liedekerke,de Liedekerkestraat,M
Rue de Ligne,de Lignestraat,M
Rue de Locht,de Lochtstraat,M
Rue de Moerkerke,de Moerkerkestraat,M
Rue De Mot,De Motstraat,M
