name_fr,name_nl,gender,wikidata,type
"Rue Maurice Van Rolleghem","Maurice Van Rolleghemstraat",M,Q86087613,relation
"Rue Maurice Wilmotte","Maurice Wilmottestraat",M,Q1911476,relation
"Rue Max Waller","Max Wallerstraat",M,Q3302357,relation
"Rue Mellery",Mellerystraat,M,Q1041605,relation
"Rue Melsens",Melsensstraat,M,Q2691744,way
"Rue Memling",Memlingstraat,M,Q106851,relation
"Rue Mercator",Mercatorstraat,M,Q6353,relation
"Rue Metsys",Metsysstraat,M,Q314275,relation
"Rue Meyerbeer",Meyerbeerstraat,M,Q105237,relation
"Rue Mignot Delstanche","Mignot Delstanchestraat",M,Q85426749,way
"Rue Montoyer",Montoyerstraat,M,Q327170,relation
"Rue Moretus",Moretusstraat,M,Q1913333,relation
"Rue Murillo",Murillostraat,M,Q192062,relation
"Rue Musin",Musinstraat,M,Q1977323,relation
"Rue Nestor De Tière","Nestor De Tièrestraat",M,Q1959501,relation
"Rue Newton",Newtonstraat,M,Q935,relation
"Rue Nicolas Defrêcheux","Nicolas Defrêcheuxstraat",M,Q934176,relation
"Rue Niellon",Niellonstraat,M,Q1983109,relation
"Rue Nothomb",Nothombstraat,M,Q446472,relation
"Rue Omer Lepreux","Omer Lepreuxstraat",M,Q15352764,relation
"Rue Ortélius",Orteliusstraat,M,Q232916,way
"Rue Otlet",Otletstraat,M,Q1868,relation
"Rue Pasteur",Pasteurstraat,M,Q529,relation
"Rue Paul Devaux","Paul Devauxstraat",M,Q1897097,relation
"Rue Paul Devigne","Paul Devignestraat",M,Q2945921,relation
"Rue Paul Émile Janson","Paul Émile Jansonstraat",M,Q665955,way
"Rue Paul Emile Lessire","Paul Emile Lessirestraat",M,Q18043431,relation
"Rue Paul Gauguin","Paul Gauguinstraat",M,Q37693,relation
"Rue Paul Hankar","Paul Hankarstraat",M,Q1075644,relation
"Rue Paul Hymans","Paul Hymansstraat",M,Q31810,relation
"Rue Paul Janson","Paul Jansonstraat",M,Q730367,relation
"Rue Paul Lauters","Paul Lautersstraat",M,Q528373,way
"Rue Paul Leduc","Paul Leducstraat",M,Q3371666,relation
"Rue Paul Michiels","Paul Michielsstraat",M,Q2356419,relation
"Rue Paul Segers","Paul Segersstraat",M,Q1247146,relation
"Rue Paul Spaak","Paul Spaakstraat",M,Q999128,relation
"Rue Paul Wemaere","Paul Wemaerestraat",M,Q72809953,relation
"Rue Père Damien","Pater Damiaanstraat",M,Q232785,relation
"Rue Père Eudore Devroye","Pater Eudore Devroyestraat",M,Q3059517,relation
"Rue Père de Deken","Pater de Dekenstraat",M,Q772025,relation
"Rue Peter Benoit","Peter Benoitstraat",M,Q733063,relation
"Rue Philippe Baucq","Philippe Baucqstraat",M,Q3379147,relation
"Rue Philippe de Champagne","Philippe de Champagnestraat",M,Q314814,way
"Rue Philippe le Bon","Filips de Goedestraat",M,Q239337,way
"Rue Pierre De Breuker","Pierre De Breukerstraat",M,Q86063782,relation
"Rue Pierre Decoster","Pierre Decosterstraat",M,Q3384665,relation
"Rue Pierre Dupont","Pieter Dupontstraat",M,Q2164212,relation
"Rue Pierre Marchant","Pierre Marchantstraat",M,Q7175653,relation
"Rue Pierre Schlosser","Pierre Schlosserstraat",M,Q16027247,relation
"Rue Pierre Schoonejans","Pierre Schoonejansstraat",M,Q3386956,way
"Rue Pierre Strauwen","Pierre Strauwenstraat",M,Q2089962,relation
"Rue Pierre Theunis","Pierre Theunisstraat",M,Q3387089,relation
"Rue Pierre Timmermans","Pierre Timmermansstraat",M,Q85473023,relation
"Rue Pierre Van Humbeek","Pierre Van Humbeekstraat",M,Q2682675,relation
"Rue Pierre Van Reymenant","Pierre Van Reymenantstraat",M,Q85420740,relation
"Rue Pierre Vandevoorde","Pierre Vandevoordestraat",M,Q23901052,relation
"Rue Pierre Verschelden","Pierre Verscheldenstraat",M,Q86066578,relation
"Rue Plantin",Plantinstraat,M,Q380360,relation
"Rue Portaels",Portaelsstraat,M,Q919158,relation
"Rue Prévinaire",Prévinairestraat,M,Q927597,relation
"Rue Prince Baudouin","Prins Boudewijnstraat",M,Q12976,relation
"Rue Prosper Henri Devos","Prosper Henri Devosstraat",M,Q18214539,relation
"Rue Prosper Matthys","Prosper Matthysstraat",M,Q2391005,way
"Rue Puccini",Puccinistraat,M,Q7311,relation
"Rue Quinaux",Quinauxstraat,M,Q1403499,relation
"Rue Rabelais",Rabelaisstraat,M,Q131018,relation
"Rue Raymond Ebrant","Raymond Ebrantstraat",M,Q85421908,relation
"Rue Reimond Stijns","Reimond Stijnsstraat",M,Q2517291,relation
"Rue Rembrandt",Rembrandtstraat,M,Q5598,relation
"Rue René Magritte","René Magrittestraat",M,Q7836,relation
"Rue Renier Chalon","Renier Chalonstraat",M,Q3425464,relation
"Rue Renkin",Renkinstraat,M,Q14995,relation
"Rue Révérend Père Pire","Eerwaarde Pater Pirestraat",M,Q158850,relation
"Rue Robert Bosch","Robert Boschstraat",M,Q71032,relation
"Rue Robert Scott","Robert Scottstraat",M,Q102527,relation
"Rue Roberts Jones","Roberts Jonesstraat",M,Q64683392,way
"Rue Rodenbach",Rodenbachstraat,M,Q378240,way
"Rue Roelandts",Roelandtsstraat,M,Q1899867,relation
"Rue Roger van der Weyden","Rogier van der Weydenstraat",M,Q68631,way
"Rue Rogier",Rogierstraat,M,Q468109,relation
"Rue Ronsard",Ronsardstraat,M,Q49752,relation
"Rue Roosendael",Roosendaelstraat,M,Q12067532,relation
"Rue Rossini",Rossinistraat,M,Q9726,relation
"Rue Rouppe",Rouppestraat,M,Q2009106,relation
"Rue Rubens",Rubensstraat,M,Q5599,relation
"Rue Ruysdael",Ruysdaelstraat,M,Q213612,relation
"Rue Saint Guidon",Sint-Guidostraat,M,Q1553720,relation
"Rue Saint-Ghislain",Sint-Gisleinsstraat,M,Q740017,relation
"Rue Saint-Hubert",Sint-Huibrechtsstraat,M,Q159834,relation
"Rue Saint-Jean Népomucène","Sint-Jan Nepomucenusstraat",M,Q221522,way
"Rue Saint-Joseph",Sint-Jozefstraat,M,Q128267,relation
"Rue Saint-Lambert",Sint-Lambrechtsstraat,M,Q283447,relation
"Rue Saint-Nicolas",Sint-Nikolaasstraat,M,Q44269,relation
"Rue Saint-Norbert",Sint-Norbertusstraat,M,Q160374,relation
"Rue Saint-Pierre",Sint-Pietersstraat,M,Q33923,way
"Rue Saint-Quentin",Saint-Quentinstraat,M,Q1293541,relation
"Rue Saint-Roch",Sint-Rochusstraat,M,Q152457,way
"Rue Saints-Pierre et Paul","Sint-Pieter en Pauwelsstraat",M,Q33923;Q9200,relation
"Rue Sallaert",Sallaertstraat,M,Q2339877,relation
"Rue Sander Pierron","Sander Pierronstraat",M,Q3471826,relation
"Rue Scailquin",Scailquinstraat,M,Q3354443,relation
"Rue Scarron",Scarronstraat,M,Q551725,relation
"Rue Schmitz",Schmitzstraat,M,Q85426123,relation
"Rue Sergent De Bruyne","Sergeant De Bruynestraat",M,Q48658520,relation
"Rue Servandoni",Servandonistraat,M,Q3010923,relation
"Rue Seutin",Seutinstraat,M,Q1641946,relation
"Rue Simonau",Simonaustraat,M,Q28927557;Q21396067,relation
"Rue Simonis",Simonisstraat,M,Q585463,way
"Rue Simons",Simonsstraat,M,Q16670070,relation
"Rue Stanley",Stanleystraat,M,Q171421,relation
"Rue Stephenson",Stephensonstraat,M,Q133614,relation
"Rue Stepman",Stepmanstraat,M,Q77470922,relation
"Rue Steppé",Steppéstraat,M,Q42299360,relation
"Rue Stevin",Stevinstraat,M,Q23696,relation
"Rue Stijn Streuvels","Stijn Streuvelsstraat",M,Q175669,relation
"Rue T'Kint",T'Kintstraat,M,Q3157906,way
"Rue Tacquet",Tacquetstraat,M,Q781744,relation
"Rue Tasson-Snel",Tasson-Snelstraat,M,Q19859214,relation
"Rue Teniers",Teniersstraat,M,Q335022,relation
"Rue Théo Coopman","Théo Coopmanstraat",M,Q719358,relation
"Rue Théodore Baron","Théodore Baronstraat",M,Q3338779,relation
"Rue Théodore Roosevelt","Théodore Rooseveltstraat",M,Q33866,relation
"Rue Théodore Verhaegen","Théodore Verhaegenstraat",M,Q1870097,relation
"Rue Théophile De Baisieux","Théophile De Baisieuxstraat",M,Q86066709,relation
"Rue Thiéfry",Thiéfrystraat,M,Q18228272,relation
"Rue Thomas Vinçotte","Thomas Vinçottestraat",M,Q2483743,relation
"Rue Tiberghien",Tiberghienstraat,M,Q3120195,relation
"Rue Tielemans",Tielemansstraat,M,Q382745,way
"Rue Toots Thielemans","Toots Thielemansstraat",M,Q365567,relation
"Rue Valère Broekaert","Valère Broekaertstraat",M,Q86067476,relation
"Rue Van Artevelde",Arteveldestraat,M,Q359165,way
"Rue Van Bemmel","Van Bemmelstraat",M,Q3060206,way
"Rue Van Campenhout","Van Campenhoutstraat",M,Q1363402,relation
"Rue Van Droogenbroeck","Van Droogenbroeckstraat",M,Q2266893,relation
"Rue Van Dyck","Van Dyckstraat",M,Q150679,relation
"Rue Van Eyck","Van Eyckstraat",M,Q102272,relation
"Rue Van Hammée","Van Hamméestraat",M,Q2856780,relation
"Rue Van Helmont","Van Helmontstraat",M,Q294169,way
"Rue Van Hoorde","Van Hoordestraat",M,Q2517470,relation
"Rue Van Hove","Van Hovestraat",M,Q2960366,relation
"Rue Van Maerlant","Van Maerlantstraat",M,Q1393906,way
"Rue Van Moer","Van Moerstraat",M,Q3164475,relation
"Rue Van Oost","Van Ooststraat",M,Q388619,relation
"Rue Van Orley","Van Orleystraat",M,Q454678,relation
"Rue Van Ostade","Van Ostadestraat",M,Q352438,relation
"Rue Van Schoor","Van Schoorstraat",M,Q18286807,relation
"Rue Van Swae","Van Swaestraat",M,Q86062979,relation
"Rue Van Ysendyck","Van Ysendyckstraat",M,Q2375773,way
"Rue Vandenbussche",Vandenbusschestraat,M,Q3165368,relation
"Rue Vanderborght",Vanderborghtstraat,M,Q3185718,relation
"Rue Vanderkindere",Vanderkinderestraat,M,Q2831614,way
"Rue Vanderlinden",Vanderlindenstraat,M,Q276873,relation
"Rue Vandermaelen",Vandermaelenstraat,M,Q2315978,relation
"Rue Vandernoot",Vandernootstraat,M,Q689056,relation
"Rue Vanderstichelen",Vanderstichelenstraat,M,Q2694799,relation
"Rue Vandeweyer",Vandeweyerstraat,M,Q546727,relation
"Rue Verbist",Verbiststraat,M,Q2042713,relation
"Rue Vergote",Vergotestraat,M,Q2124063,relation
"Rue Verhas",Verhasstraat,M,Q2036536,relation
"Rue Verheyleweghen",Verheyleweghenstraat,M,Q3372356,relation
"Rue Véronèse",Veronesestraat,M,Q9440,relation
"Rue Verwée",Verwéestraat,M,Q2835508,way
"Rue Vésale",Vesaliusstraat,M,Q170267,way
"Rue Veydt",Veydtstraat,M,Q85436592,way
"Rue Victor Greyson","Victor Greysonstraat",M,Q85421688,relation
"Rue Victor Hugo","Victor Hugostraat",M,Q535,relation
"Rue Victor Lefèvre","Victor Lefèvrestraat",M,Q3557414,relation
"Rue Victor Semet","Victor Semetstraat",M,Q85429367,relation
"Rue Vifquin",Vifquinstraat,M,Q3164477,relation
"Rue Vilain XIIII","Vilain XIIII-straat",M,Q329475,relation
"Rue Virgile",Virgiliusstraat,M,Q1398,relation
"Rue Vogler",Voglerstraat,M,Q3372389,relation
"Rue Vonck",Vonckstraat,M,Q1357793,relation
"Rue Vondel",Vondelstraat,M,Q312673,relation
"Rue Walckiers",Walckiersstraat,M,Q3580087,relation
"Rue Wappers",Wappersstraat,M,Q727869,relation
"Rue Washington",Washingtonstraat,M,Q23,way
"Rue Watteeu",Watteeustraat,M,Q18655405,relation
"Rue Wauwermans",Wauwermansstraat,M,Q3165938,relation
"Rue Wéry",Wérystraat,M,Q4107813,relation
"Rue Wiertz",Wiertzstraat,M,Q352978,relation
"Rue Willem De Mol","Willem De Molstraat",M,Q3568359,relation
"Rue Willems",Willemsstraat,M,Q3271470,relation
"Rue William Degouve de Nuncques","William Degouve de Nuncquesstraat",M,Q1049510,relation
"Rue Willy Coppens","Willy Coppensstraat",M,Q166995,relation
"Rue Willy Van Der Meeren","Willy Van Der Meerenstraat",M,Q2299826,way
"Rue Xavier De Bue","Xavier De Buestraat",M,Q3570641,relation
"Rue Zinner",Zinnerstraat,M,Q24288413,way
"Rue d'Anethan",d'Anethanstraat,M,Q725589,relation
"Rue d'Egmont",Egmontstraat,M,Q435844,relation
"Rue d'Hannetaire",d'Hannetairestraat,M,Q3010923,relation
"Rue d'Hoogvorst",d'Hoogvorststraat,M,Q359181,relation
"Rue d'Oultremont",d'Oultremontstraat,M,Q3588807,relation
"Rue de Bériot","de Bériotstraat",M,Q385217,relation
"Rue de Gerlache","de Gerlachestraat",M,Q289570,relation
"Rue de Haerne","de Haernestraat",M,Q2045276,relation
"Rue de Ligne","de Lignestraat",M,Q462657,way
"Rue de Moranville","de Moranvillestraat",M,Q20724054,relation
"Rue de Potter","de Potterstraat",M,Q1295332,relation
"Rue de Stassart","de Stassartstraat",M,Q1538693,relation
"Rue de Theux","de Theuxstraat",M,Q472257,relation
"Rue de Witte de Haelen","De Witte de Haelenstraat",M,Q3271451,way
"Rue de Wynants","de Wynantsstraat",M,Q86997834,relation
"Rue de l'Éclusier Cogge","Sluismeester Coggestraat",M,Q2182432,relation
"Rue du Cardinal",Kardinaalsstraat,M,Q451178,relation
"Rue du Cardinal Mercier","Kardinaal Mercierstraat",M,Q468097,way
"Rue du Lieutenant Lotin","Luitenant Lotinstraat",M,Q62418645,way
"Rue du Prince Albert","Prins Albertstraat",M,Q55008046,relation
"Rue du Taciturne","Willem de Zwijgerstraat",M,Q78454,relation
"Rue t'Serclaes",t'Serclaesstraat,M,Q898342,relation
"Square Albert Devèze","Albert Devèzesquare",M,Q457695,way
"Square Albert Ier","Albert I-square",M,Q55008046,relation
"Square Albert Verhaeren","Albert Verhaerensquare",M,Q85426329,way
"Square Ambiorix",Ambiorixsquare,M,Q12847,relation
"Square Armand Steurs","Armand Steurssquare",M,Q2445376,relation
"Square Breughel l'Ancien","Breughel de Oudeplein",M,Q43270,way
"Square Charles Jordens","Charles Jordenssquare",M,Q47513726,way
"Square Charles Lagrange","Charles Lagrangesquare",M,Q2959343,way
"Square Coghen",Coghensquare,M,Q2412466,way
"Square Edmond Machtens","Edmond Machtenssquare",M,Q2509847,relation
"Square Égide Rombaux","Égide Rombauxsquare",M,Q3580163,way
"Square Émile Vander Bruggen","Émile Vander Bruggensquare",M,Q85422595,way
"Square Eugène Plasky","Eugène Plaskysquare",M,Q3060103,way
"Square François Riga","François Rigasquare",M,Q3385072,relation
"Square Frans Hals","Frans Halssquare",M,Q167654,relation
"Square Frère-Orban",Frère-Orbansquare,M,Q705791,relation
"Square Georges Golinvaux","Georges Golinvauxsquare",M,Q17042124,relation
"Square Georges Marlow","Georges Marlowsquare",M,Q18115508,relation
"Square Henri Michaux","Henri Michauxsquare",M,Q160780,way
"Square Jacques Franck","Jacques Francksquare",M,Q2157395,relation
"Square James Dean","James Deanplein",M,Q83359,relation
"Square Jean Absil","Jean Absilsquare",M,Q364121,way
"Square Jean Hayet","Jean Hayetsquare",M,Q678157,relation
"Square Jean-Baptiste De Greef","Jean-Baptiste De Greefsquare",M,Q3164007,way
"Square Joseph Hanse","Joseph Hansesquare",M,Q1707180,way
"Square Jules De Trooz","Jules De Troozsquare",M,Q721798,way
"Square Jules de Burlet","Jules de Burletplein",M,Q569138,relation
"Square Lainé",Lainésquare,M,Q16043742,relation
"Square Larousse",Laroussesquare,M,Q313709,way
"Square Léon Jacquet","Léon Jacquetsquare",M,Q85425855,way
"Square Léopold II","Leopold II Plein",M,Q12967,way
"Square Levie",Levieplein,M,Q117374,relation
"Square Maréchal Montgomery","Maarschalk Montgomeryplein",M,Q152025,way
"Square Masséna",Massénasquare,M,Q242609,way
"Square Prince Charles","Prins Karelsquare",M,Q445553,relation
"Square Prince Léopold","Prins Leopoldsquare",M,Q690327,relation
"Square Robert Allein","Robert Alleinsquare",M,Q86087218,relation
"Square Robert Goldschmidt","Robert Goldschmidtsquare",M,Q1185434,relation
"Square Robert Pequeur","Robert Pequeursquare",M,Q85423877,relation
"Square Sainctelette",Sainctelettesquare,M,Q2248372,relation
"Square Valère-Gille",Valère-Gillesquare,M,Q3554196,relation
"Square Vergote",Vergoteplein,M,Q2124063,relation
"Square Victor Voets","Victor Voetssquare",M,Q41795553,relation
"Square de Meeûs","de Meeûssquare",M,Q2440073,relation
"Tunnel Belliard",Belliardtunnel,M,Q767534,way
"Tunnel Léopold II","Leopold II-tunnel",M,Q12967,way
"Tunnel Montgomery",Montgomerytunnel,M,Q152025,way
"Tunnel Reyers",Reyerstunnel,M,Q2871374,way
"Venelle Chopin",Chopinsteeg,M,Q1268,relation
"Venelle Mozart",Mozartsteeg,M,Q254,relation
"Venelle Robert Brout","Robert Broutsteeg",M,Q151833,way
"Venelle Schubert",Schubertsteeg,M,Q7312,relation
"Venelle Victor Bourgeois","Victor Bourgeoissteeg",M,Q291159,relation
"Venelle Vivaldi",Vivaldisteeg,M,Q1340,relation
"Venelle de l'Alchimiste",Alchemiststeeg,M,Q294169,relation
"Rue Willy De Bruyn","Willy De Bruynstraat",MX,Q15807938,relation
"Avenue Jeanne",Johannalaan,F,,relation
"Avenue Paule",Paulalaan,F,,relation
"Avenue Victoria",Victorialaan,F,,way
"Drève Soetkin",Soetkindreef,F,,relation
"Rue Decrée",Decréestraat,F,,relation
"Rue Marianne",Mariannestraat,F,,way
"Rue Mercelis",Mercelisstraat,F,,relation
"Rue de Beughem","de Beughemstraat",F,,relation
"Rue de Ciplet","de Cipletstraat",F,,relation
"Avenue Georges Henri","Georges Henrilaan",M,,relation
"Avenue Hansen-Soulie",Hansen-Soulielaan,M,,relation
"Avenue Père Hilaire","Pater Hilariuslaan",M,,relation
"Avenue Saint-Jean",Sint-Janslaan,M,,relation
"Avenue Vandromme",Vandrommelaan,M,,relation
"Avenue Victor Olivier","Victor Olivierlaan",M,,relation
"Avenue Victor Tahon","Victor Tahonlaan",M,,way
"Avenue Victor et Jules Bertaux","Victor en Jules Bertauxlaan",M,,relation
"Avenue Vincent Vandermaelen","Vincent Vandermaelenlaan",M,,relation
"Avenue Vital Riethuisen","Vital Riethuisenlaan",M,,relation
"Avenue Xavier Henrard","Xavier Henrardlaan",M,,relation
"Avenue Yvan Lutens","Yvan Lutenslaan",M,,relation
"Avenue d'Orbaix",D'Orbaixlaan,M,,way
"Avenue de Waha",Wahalaan,M,,way
"Avenue des Frères Becqué","Gebroeders Becquélaan",M,,relation
"Avenue des Frères Goemaere","Gebroeders Goemaerelaan",M,,way
"Avenue des Frères Legrain","Gebroeders Legrainlaan",M,,way
"Avenue du Bourgmestre Etienne Demunter","Burgemeester Etienne Demunterlaan",M,,relation
"Avenue du Prince d'Orange","Prins van Oranjelaan",M,,way
"Avenue du Prince de Ligne","Prins de Lignelaan",M,,way
"Boulevard Guillaume Van Haelen","Guillaume Van Haelenlaan",M,,way
"Boulevard Josse Leemans","Josse Leemanslaan",M,,relation
"Boulevard Jules Graindor","Jules Graindorlaan",M,,relation
"Boulevard Pachéco",Pachecolaan,M,,way
"Boulevard Prince de Liège","Prins van Luiklaan",M,,relation
"Boulevard Théo Lambert","Théo Lambertlaan",M,,relation
"Carré Cassimans",Cassimansblok,M,,way
"Carré Meert",Meertblok,M,,relation
"Carré Pauwels",Pauwelsblok,M,,way
"Carré Peeters",Peetersblok,M,,way
"Carré Stevens",Stevensblok,M,,way
"Chaussée de Saint-Job",Sint-Jobsesteenweg,M,,way
"Chemin Pierre Vereman","Pierre Veremanweg",M,,way
"Cité Jourdan","Jourdan Wijk",M,,way
"Clos André Rappe","André Rappegaarde",M,,relation
"Clos Bourgmestre De Keyser","Burgemeester De Keysergaarde",M,,way
"Clos Dandoy",Dandoygaarde,M,,way
"Clos Edgard Neuberger","Edgard Neubergergaarde",M,,relation
"Clos Jacques Wagner","Jacques Wagnergaarde",M,,relation
"Clos Joseph Hendrickx","Joseph Hendrickxgaarde",M,,relation
"Clos Joseph Otten","Joseph Ottengaarde",M,,relation
"Clos Louis Banken","Louis Bankengaarde",M,,relation
"Clos Marcel Fonteyne","Marcel Fonteynegaarde",M,,relation
"Clos Saint-Martin",Sint-Martinusgaarde,M,,relation
"Clos Theodore de Cuyper","Theodore de Cuypergaarde",M,,way
"Clos Willy Chambon","Willy Chambongaarde",M,,relation
"Clos du Drossart",Drossaardgaarde,M,,relation
"Cour Saint-Lazare",Sint-Lazarushof,M,,relation
"Cours Gordon Bennett","Gordon Bennettwarande",M,,way
"Impasse Madrille",Madrillegang,M,,way
"Impasse Ronsmans",Ronsmansgang,M,,way
"Impasse Saint-Jacques",Sint-Jakobsgang,M,,way
"Parvis Saint-Henri",Sint-Hendriksvoorplein,M,,relation
"Passerelle Fransman-Stevens","Voetgangersbrug Fransman-Stevens",M,,way
"Place Antoine Gilson","Antoine Gilsonplein",M,,way
"Place Dumon",Dumonplein,M,,relation
"Place Edmond Leroy","Edmond Leroyplaats",M,,relation
"Place Édouard Pinoy","Edouard Pinoyplein",M,,way
"Place Gaucheret",Gaucheretplein,M,,relation
"Place Henri Vanhuffel","Henri Vanhuffelplein",M,,relation
"Place Hermann Dumont","Hermann Dumontplein",M,,way
"Place Homère Goossens","Homère Goossensplein",M,,relation
"Place Houwaert",Houwaertplein,M,,relation
"Place Jean Vander Elst","Jean Vander Elstplein",M,,way
"Place Jean de Paduwa","Jean de Paduwaplein",M,,relation
"Place Jean-Baptiste Degrooff","Jean-Baptiste Degrooffplein",M,,relation
"Place Joseph Benoît Willems","Joseph Benoît Willemsplein",M,,relation
"Place Jourdan",Jourdanplein,M,,relation
"Place Léon Wielemans","Léon Wielemansplein",M,,way
"Place Léopold Rosy","Léopold Rosyplein",M,,way
"Place Loix",Loixplein,M,,way
"Place Louis Morichar","Louis Moricharplein",M,,way
"Place Maurice Van Meenen","Maurice Van Meenenplein",M,,way
"Place Oscar Ruelens","Oscar Ruelensplein",M,,way
"Place Philippe Werrie","Philippe Werrieplein",M,,relation
"Place Pogge",Poggeplein,M,,way
"Place Saint-Jean",Sint-Jansplein,M,,relation
"Place Saint-Vincent",Sint-Vincentiusplaats,M,,relation
"Place Thomas Balis","Thomas Balisplein",M,,way
"Place Van Meyel","Van Meyelplein",M,,relation
"Place Vanhuffel",Vanhuffelplein,M,,way
"Quai Léon Monnoyer","Léon Monnoyerkaai",M,,relation
"Rond-Point Pierre de Tollenaere","Pierre de Tollenaereplein",M,,way
"Rue Abbé Cuylits","Pastoor Cuylitsstraat",M,,relation
"Rue Abbé Cuypers","Priester Cuypersstraat",M,,relation
"Rue Abbé Jean Heymans","Priester Jean Heymansstraat",M,,relation
"Rue Abbé de l'Epée","Priester de l'Epéestraat",M,,relation
"Rue Achille Detienne","Achille Detiennestraat",M,,relation
"Rue Achille Jonas","Achille Jonasstraat",M,,relation
"Rue Adolphe De Brandt","Adolf De Brandtstraat",M,,relation
"Rue Adolphe Lavallée","Adolphe Lavalléestraat",M,,relation
"Rue Adolphe Marbotin","Adolphe Marbotinstraat",M,,relation
"Rue Adolphe Roobaert","Adolphe Roobaertstraat",M,,relation
"Rue Adolphe Vandenschrieck","Adolphe Vandenschrieckstraat",M,,relation
"Rue Adolphe Willemyns","Adolphe Willemynsstraat",M,,relation
"Rue Aimé Smekens","Aimé Smekensstraat",M,,relation
"Rue Albert De Bast","Albert De Baststraat",M,,relation
"Rue Albert De Meyer","Albert De Meyerstraat",M,,relation
"Rue Albert Dillie","Albert Dilliestraat",M,,relation
"Rue Albert Krings","Albert Kringsstraat",M,,way
"Rue Albert Meurice","Albert Meuricestraat",M,,relation
"Rue Albert de Latour","Albert de Latourstraat",M,,relation
"Rue Alderson Jeuniau","Alderson Jeuniaustraat",M,,relation
"Rue Alexandre De Craene","Alexandre De Craenestraat",M,,relation
"Rue Alexandre Wouters","Alexandre Woutersstraat",M,,relation
"Rue Alexis Mousin","Alexis Mousinstraat",M,,relation
"Rue Alfred Doulceron","Alfred Doulceronstraat",M,,relation
"Rue Alfred Giron","Alfred Gironstraat",M,,relation
"Rue Alphonse Balis","Alphonse Balisstraat",M,,relation
"Rue Alphonse Demunter","Alphonse Demunterstraat",M,,relation
"Rue Alphonse Hottat","Alphonse Hottatstraat",M,,relation
"Rue Alphonse Vanden Bossche","Alfons Vanden Bosschestraat",M,,relation
"Rue Alphonse et Maurice Hellinckx","Alphonse en Maurice Hellinckxstraat",M,,relation
"Rue André Crabbe","André Crabbestraat",M,,relation
"Rue André Fauchille","André Fauchillestraat",M,,way
"Rue Antoine Baeck","Antoine Baeckstraat",M,,relation
"Rue Antoine Bréart","Antoine Bréartstraat",M,,way
"Rue Antoine Court","Antoine Courtstraat",M,,relation
"Rue Antoine Gautier","Antoine Gautierstraat",M,,relation
"Rue Antoine Labarre","Antoine Labarrestraat",M,,relation
"Rue Antoine Nys","Antoine Nysstraat",M,,relation
"Rue Antonius Dewinter","Antonius Dewinterstraat",M,,way
"Rue Armand Campenhout","Armand Campenhoutstraat",M,,way
"Rue Armand De Neuter","Armand De Neuterstraat",M,,relation
"Rue Armand Swevers","Armand Sweversstraat",M,,relation
"Rue Armand de Roo","Armand de Roostraat",M,,way
"Rue Armand de Saulnier","Armand de Saulnierstraat",M,,relation
"Rue Arnold Sohie","Arnold Sohiestraat",M,,relation
"Rue Arthur André","Arthur Andréstraat",M,,relation
"Rue Arthur Cosyn","Arthur Cosynstraat",M,,relation
"Rue Arthur Dehem","Arthur Dehemstraat",M,,relation
"Rue Arthur Diderich","Arthur Diderichstraat",M,,way
"Rue Arthur Maes","Arthur Maesstraat",M,,relation
"Rue Arthur Roland","Arthur Rolandstraat",M,,relation
"Rue Auguste Denie","Auguste Deniestraat",M,,relation
"Rue Auguste Hainaut","Auguste Hainautstraat",M,,relation
"Rue Auguste Heene","Auguste Heenestraat",M,,way
"Rue Auguste Van Zande","Auguste Van Zandestraat",M,,relation
"Rue Baron Guillaume Van Hamme","Baron Guillaume Van Hammestraat",M,,way
"Rue Baron Perelman","Baron Perelmanstraat",M,,way
"Rue Baron Roger Vander Noot","Baron Roger Vander Nootstraat",M,,way
"Rue Baron de Castro","Baron de Castrostraat",M,,relation
"Rue Beeckman",Beeckmanstraat,M,,way
"Rue Berckmans",Berckmansstraat,M,,way
"Rue Blanche",Blanchestraat,M,,way
"Rue Blockmans",Blockmansstraat,M,,relation
"Rue Bollinckx",Bollinckxstraat,M,,relation
"Rue Bonneels",Bonneelsstraat,M,,relation
"Rue Borrens",Borrensstraat,M,,relation
"Rue Bosquet",Bosquetstraat,M,,way
"Rue Bouvier",Bouvierstraat,M,,relation
"Rue Breesch",Breeschstraat,M,,relation
"Rue Brichaut",Brichautstraat,M,,relation
"Rue Brogniez",Brogniezstraat,M,,relation
"Rue Brunard",Brunardstraat,M,,relation
"Rue Buchholtz",Buchholtzstraat,M,,way
"Rue Cail et Halot","Cail et Halotstraat",M,,relation
"Rue Camille Simoens","Camille Simoensstraat",M,,relation
"Rue Camille Van Exter","Camille Van Exterstraat",M,,way
"Rue Camusel",Camuselstraat,M,,way
"Rue Caporal Claes","Korporaal Claesstraat",M,,relation
"Rue Capouillet",Capouilletstraat,M,,way
"Rue Caroly",Carolystraat,M,,relation
"Rue Charles Bernaerts","Charles Bernaertsstraat",M,,way
"Rue Charles Cammaert","Karel Cammaertstraat",M,,relation
"Rue Charles De Buck","Charles De Buckstraat",M,,relation
"Rue Charles Demeer","Charles Demeerstraat",M,,relation
"Rue Charles Lechat","Charles Lechatstraat",M,,way
"Rue Charles Legrelle","Charles Legrellestraat",M,,relation
"Rue Charles Malis","Charles Malisstraat",M,,relation
"Rue Charles Meert","Charles Meertstraat",M,,relation
"Rue Charles Moens","Charles Moensstraat",M,,relation
