name_fr,name_nl,gender,wikidata,type
"Rue George-dit-Marchal",George-dit-Marchalstraat,,,relation
"Rue Gratès",Gratèsstraat,,,way
"Rue Groeselenberg",Groeselenbergstraat,,,relation
"Rue Haberman",Habermanstraat,,,relation
"Rue Harenheyde",Harenheidestraat,,,relation
"Rue Haubrechts",Haubrechtsstraat,,,relation
"Rue Haute",Hoogstraat,,,way
"Rue Heideken",Heidekenstraat,,,relation
"Rue Herkoliers",Herkoliersstraat,,,relation
"Rue Hippolyte Vervack","Hippolyte Vervackstraat",,,way
"Rue Hogenbos",Hogenbosstraat,,,relation
"Rue Hoogeleest",Hogeleeststraat,,,relation
"Rue Hydraulique",Waterkrachtstraat,,,relation
"Rue Jean Van Lierde","Jean Van Lierdestraat",,,relation
"Rue Josaphat",Josafatstraat,,,relation
"Rue Juste Lipse","Justus Lipsusstraat",,,way
"Rue Karel Bogaerd","Karel Bogaerdstraat",,,relation
"Rue Kasterlinden",Kasterlindenstraat,,,relation
"Rue Katteput",Katteputstraat,,,relation
"Rue Kelle",Kellestraat,,,relation
"Rue Keyenbempt",Keyenbemptstraat,,,way
"Rue Keyenveld",Keienveldstraat,,,relation
"Rue Kindergeluk",Kindergelukstraat,,,relation
"Rue Kinsendael",Kinsendaelstraat,,,way
"Rue Klakkedelle",Klakkedellestraat,,,relation
"Rue Klipveld",Klipveldstraat,,,relation
"Rue Konkel",Konkelstraat,,,relation
"Rue Langeveld",Langeveldstraat,,,way
"Rue Leekaerts",Leekaertsstraat,,,way
"Rue Lijkweg",Lijkwegstraat,,,way
"Rue Longue",Langestraat,,,relation
"Rue Longue Vie",Lang-Levenstraat,,,relation
"Rue Mareyde",Mareydestraat,,,relation
"Rue Maximilien",Maximilienstraat,,,relation
"Rue Mayelle",Mayellestraat,,,relation
"Rue Melpomène",Melpomenestraat,,,relation
"Rue Meyers-Hennau",Meyers-Hennaustraat,,,relation
"Rue Meylemeersch",Mijlenmeersstraat,,,relation
"Rue Middelbourg",Middelburgstraat,,,way
"Rue Molensteen",Molensteenstraat,,,way
"Rue Molenvelt",Molenveltstraat,,,way
"Rue Monrose",Monrosestraat,,,relation
"Rue Mont du Chêne",Eikenbergstraat,,,relation
"Rue Montagne aux Anges",Engelenbergstraat,,,relation
"Rue Montagne aux Herbes Potagères",Warmoesberg,,,way
"Rue Montagne de l'Oratoire",Oratoriënberg,,,way
"Rue Montagne de la Cour",Hofbergstraat,,,way
"Rue Montagne des Cerisiers",Kerselarenbergstraat,,,relation
"Rue Montagne du Parc",Warandeberg,,,way
"Rue Moonens",Moonensstraat,,,relation
"Rue Neerveld",Neerveldstraat,,,relation
"Rue Neuve",Nieuwstraat,,,relation
"Rue Nisard",Nisardstraat,,,way
"Rue Notre-Dame de Grâces","Onze-Lieve-Vrouw van Gratiestraat",,,relation
"Rue Notre-Dame du Sommeil","Onze-Lieve-Vrouw van Vaakstraat",,,way
"Rue Notre-Seigneur",Ons-Heerstraat,,,relation
"Rue Odon",Odonstraat,,,relation
"Rue Ongena",Ongenastraat,,,relation
"Rue Openveld",Openveldstraat,,,relation
"Rue Osseghem",Osseghemstraat,,,relation
"Rue Ostendael",Ostendaelstraat,,,relation
"Rue Paepsem",Paapsemstraat,,,relation
"Rue Paloke",Palokestraat,,,relation
"Rue Pampoel",Pampoelstraat,,,relation
"Rue Pannenhuis",Pannenhuisstraat,,,relation
"Rue Perk","Perk straat",,,way
"Rue Philomène",Philomènestraat,,,relation
"Rue Picard",Picardstraat,,,relation
"Rue Pieremans",Pieremansstraat,,,relation
"Rue Pieter",Pieterstraat,,,relation
"Rue Plaine d'Aviation",Vliegpleinstraat,,,relation
"Rue Porselein",Porseleinstraat,,,relation
"Rue Posschier",Posschierstraat,,,relation
"Rue Potaarde",Potaardestraat,,,relation
"Rue Potaerdegat",Potaerdegatstraat,,,relation
"Rue Potagère",Warmoesstraat,,,relation
"Rue Poxcat",Poxcatstraat,,,way
"Rue Profonde",Diepestraat,,,relation
"Rue Prolongée de Stalle","Verlengde Stallestraat",,,way
"Rue Ransfort",Ransfortstraat,,,relation
"Rue Ranson",Ransonstraat,,,relation
"Rue Reper-Vreven",Reper-Vrevenstraat,,,relation
"Rue Rittweger",Rittwegerstraat,,,way
"Rue Roodenberg",Rodenberg,,,relation
"Rue Roosendael",Roosendaelstraat,,,way
"Rue Rouge",Rodestraat,,,relation
"Rue Rouge Cloître","Rood Kloosterstraat",,,way
"Rue Royale",Koningsstraat,,,relation
"Rue Saint-Boniface",Sint-Bonifaasstraat,,,relation
"Rue Saint-Josse",Sint-Jooststraat,,,relation
"Rue Saint-Vincent de Paul","Sint-Vincentius a Paulostraat",,,relation
"Rue Sans Souci","Sans Soucistraat",,,relation
"Rue Saxe-Cobourg",Saksen-Coburgstraat,,,relation
"Rue Scheutbosch",Scheutboschstraat,,,relation
"Rue Scheutveld",Scheutveldstraat,,,relation
"Rue Scholle",Schollestraat,,,relation
"Rue Schoolgat",Schoolgat,,,relation
"Rue Sleutelplas",Sleutelplasstraat,,,relation
"Rue Solleveld",Solleveldstraat,,,relation
"Rue Sombre",Donkerstraat,,,relation
"Rue Souveraine",Opperstraat,,,relation
"Rue Spruyt",Spruytstraat,,,relation
"Rue Steenvelt",Steenveltstraat,,,way
"Rue Stevens-Delannoy",Stevens-Delannoystraat,,,relation
"Rue Stuyvenbergh",Stuivenbergstraat,,,relation
"Rue Ter Elst","Ter Elststraat",,,way
"Rue Terarken",Terarkenstraat,,,way
"Rue Terre-Neuve",Nieuwland,,,way
"Rue Thérésienne",Theresianenstraat,,,relation
"Rue Thomaes",Thomaesstraat,,,relation
"Rue Tilmont",Tilmontstraat,,,relation
"Rue Traversière",Dwarsstraat,,,relation
"Rue Twyeninck",Twyeninckstraat,,,relation
"Rue Vaes",Vaesstraat,,,way
"Rue Valduc",Hertogendalstraat,,,relation
"Rue Van Aa","Van Aastraat",,,relation
"Rue Van Male de Ghorain","Van Male de Ghorainstraat",,,relation
"Rue Van Waeyenbergh","Van Waeyenberghstraat",,,relation
"Rue Vanderhaegen",Vanderhaegenstraat,,,relation
"Rue Vanderperren",Vanderperrenstraat,,,relation
"Rue Vanderveken",Vandervekenstraat,,,relation
"Rue Verrept-Dekeyser",Verrept-Dekeyserstraat,,,relation
"Rue Verte",Groenstraat,,,relation
"Rue Villa Hermosa","Villa Hermosastraat",,,way
"Rue Vlazendael",Vlazendaalstraat,,,relation
"Rue Volta",Voltastraat,,,relation
"Rue Voot",Vootstraat,,,relation
"Rue Waelhem",Waelhemstraat,,,relation
"Rue Walcourt",Walcourtstraat,,,relation
"Rue Warandeveld",Warandeveldstraat,,,relation
"Rue Wayenberg",Waaienbergstraat,,,relation
"Rue Zandbeek",Zandbeekstraat,,,way
"Rue Zeecrabbe",Zeecrabbestraat,,,way
"Rue Zeyp",Zeypstraat,,,relation
"Rue Zwartebeek",Zwartebeekstraat,,,way
"Rue au Beurre",Boterstraat,,,way
"Rue au Bois",Bosstraat,,,relation
"Rue aux Choux",Koolstraat,,,way
"Rue aux Fleurs",Bloemenstraat,,,way
"Rue aux Laines",Wolstraat,,,way
"Rue d'Aa",Aastraat,,,relation
"Rue d'Aerschot",Aarschotstraat,,,relation
"Rue d'Albanie",Albaniëstraat,,,way
"Rue d'Alost",Aalststraat,,,way
"Rue d'Alsace-Lorraine",Elzas-Lotharingenstraat,,,relation
"Rue d'Andenne",Andennestraat,,,relation
"Rue d'Angleterre",Engelandstraat,,,relation
"Rue d'Aragon",Aragonstraat,,,way
"Rue d'Ardenne",Ardennestraat,,,relation
"Rue d'Arenberg",Arenbergstraat,,,way
"Rue d'Argent",Zilverstraat,,,relation
"Rue d'Argile",Potaardestraat,,,way
"Rue d'Artois",Artesiëstraat,,,way
"Rue d'Assaut",Stormstraat,,,way
"Rue d'Attique",Atticastraat,,,relation
"Rue d'Aumale",d'Aumalestraat,,,relation
"Rue d'Écosse",Schotlandstraat,,,way
"Rue d'Édimbourg",Edinburgstraat,,,relation
"Rue d'Enghien",Edingenstraat,,,relation
"Rue d'Espagne",Spanjestraat,,,way
"Rue d'Evere",Eversestraat,,,way
"Rue d'Huart",d'Huartstraat,,,way
"Rue d'Idalie",Idaliestraat,,,relation
"Rue d'Irlande",Ierlandstraat,,,way
"Rue d'Octobre",Oktoberstraat,,,relation
"Rue d'Ostende",Oostendestraat,,,relation
"Rue d'Une Personne",Eenmansstraatje,,,way
"Rue de Barcelone",Barcelonastraat,,,relation
"Rue de Barchon",Barchonstraat,,,way
"Rue de Belgrade",Belgradostraat,,,way
"Rue de Belle Vue",Bellevuestraat,,,way
"Rue de Berchem",Berchemstraat,,,relation
"Rue de Beyseghem",Beizegemstraat,,,relation
"Rue de Biestebroeck",Biestebroekstraat,,,relation
"Rue de Birmingham",Birminghamstraat,,,relation
"Rue de Boetendael",Boetendaelstraat,,,way
"Rue de Bon Secours",Bijstandsstraat,,,way
"Rue de Bordeaux",Bordeauxstraat,,,way
"Rue de Bosnie",Bosniëstraat,,,way
"Rue de Bourgogne",Boergondiëstraat,,,way
"Rue de Brabant",Brabantstraat,,,relation
"Rue de Bretagne",Bretagnestraat,,,relation
"Rue de Bruges",Bruggestraat,,,relation
"Rue de Calevoet",Calevoetstraat,,,way
"Rue de Chambéry",Chambérystraat,,,relation
"Rue de Chantilly",Chantillystraat,,,way
"Rue de Cortenbach",Kortenbachstraat,,,relation
"Rue de Courtrai",Kortrijkstraat,,,relation
"Rue de Cureghem",Kuregemsestraat,,,way
"Rue de Danemark",Denemarkenstraat,,,way
"Rue de Décembre",Decemberstraat,,,relation
"Rue de Dilbeek","Dilbeekse Straat",,,relation
"Rue de Dilbeek",Dilbeekstraat,,,relation
"Rue de Douvres",Doverstraat,,,relation
"Rue de Dublin",Dublinstraat,,,relation
"Rue de Flandre",Vlaamsesteenweg,,,way
"Rue de Flessingue",Vlissingenstraat,,,relation
"Rue de Fleurus",Fleurusstraat,,,relation
"Rue de Flodorp",Flodorpstraat,,,relation
"Rue de Florence",Florencestraat,,,way
"Rue de France",Frankrijkstraat,,,relation
"Rue de Ganshoren",Ganshorensestraat,,,relation
"Rue de Ganshoren",Ganshorenstraat,,,relation
"Rue de Gênes",Genuastraat,,,relation
"Rue de Genève",Genèvestraat,,,relation
"Rue de Glasgow",Glasgowstraat,,,way
"Rue de Gosselies",Gosseliesstraat,,,relation
"Rue de Grand-Bigard",Groot-Bijgaardenstraat,,,relation
"Rue de Grand-Halleux",Grand-Halleuxstraat,,,relation
"Rue de Gravelines",Grevelingenstraat,,,relation
"Rue de Groeninghe",Groeninghestraat,,,relation
"Rue de Hal",Hallestraat,,,relation
"Rue de Heembeek",Heembeeksestraat,,,relation
"Rue de Hollande",Hollandstraat,,,relation
"Rue de Hornes",Hoornestraat,,,relation
"Rue de Huldenberg","de Huldenbergstraat",,,way
"Rue de Jérusalem",Jerusalemstraat,,,relation
"Rue de Koeivijver",Koeivijverstraat,,,relation
"Rue de Laeken",Lakensestraat,,,way
"Rue de Laubespin","de Laubespinstraat",,,relation
"Rue de Lausanne",Lausannestraat,,,way
"Rue de Lessines",Lessenstraat,,,relation
"Rue de Levallois-Perret",Levallois-Perretstraat,,,relation
"Rue de Liège",Luikstraat,,,relation
"Rue de Linkebeek",Linkebeekstraat,,,way
"Rue de Linthout",Linthoutstraat,,,relation
"Rue de Lisala",Lisalastraat,,,relation
"Rue de Lisbonne",Lissabonstraat,,,way
"Rue de Liverpool",Liverpoolstraat,,,relation
"Rue de Livourne",Livornostraat,,,way
"Rue de Lombardie",Lombardijestraat,,,way
"Rue de Lombartzyde",Lombardsijdestraat,,,relation
"Rue de Loncin",Loncinstraat,,,way
"Rue de Londres",Londenstraat,,,relation
"Rue de Loxum",Loxumstraat,,,way
"Rue de Lusambo",Lusambostraat,,,relation
"Rue de Malines",Mechelsestraat,,,way
"Rue de Manchester",Manchesterstraat,,,relation
"Rue de Menin",Menenstraat,,,relation
"Rue de Meudon",Meudonstraat,,,relation
"Rue de Mexico",Mexicostraat,,,relation
"Rue de Molenbeek",Molenbeeksestraat,,,relation
"Rue de Montserrat",Montserratstraat,,,relation
"Rue de Moorslede",Moorsledestraat,,,relation
"Rue de Moortebeek",Moortebeekstraat,,,relation
"Rue de Moscou",Moskoustraat,,,way
"Rue de Namur",Naamsestraat,,,way
"Rue de Nancy",Nancystraat,,,relation
"Rue de Naples",Napelsstraat,,,relation
"Rue de Neerpede",Neerpedestraat,,,relation
"Rue de Neufchâtel",Nieuwburgstraat,,,way
"Rue de Nieuwenhove",Nieuwenhovestraat,,,way
"Rue de Normandie",Normandiëstraat,,,relation
"Rue de Padoue",Paduastraat,,,way
"Rue de Paris",Parijsstraat,,,relation
"Rue de Parme",Parmastraat,,,way
"Rue de Passchendaele",Passendalestraat,,,way
"Rue de Pavie",Paviastraat,,,way
"Rue de Percke","de Perckestraat",,,way
"Rue de Perk",Perkstraat,,,way
"Rue de Pervyse",Pervijzestraat,,,relation
"Rue de Picardie",Picardiestraat,,,relation
"Rue de Pologne",Polenstraat,,,way
"Rue de Portugal",Portugalstraat,,,way
"Rue de Prague",Praagstraat,,,way
"Rue de Quatrecht",Kwatrechtstraat,,,relation
"Rue de Ramskapelle",Ramskapellestraat,,,relation
"Rue de Ransbeek",Ransbeekstraat,,,relation
"Rue de Releghem",Relegemstraat,,,way
"Rue de Rivoli",Rivolistraat,,,relation
"Rue de Rollebeek",Rollebeekstraat,,,relation
"Rue de Rome",Romestraat,,,way
"Rue de Rotterdam",Rotterdamstraat,,,relation
"Rue de Roumanie",Roemeniëstraat,,,way
"Rue de Rudder","de Rudderstraat",,,relation
"Rue de Russie",Ruslandstraat,,,relation
"Rue de Ruysbroeck",Ruisbroekstraat,,,way
"Rue de Savoie",Savoiestraat,,,way
"Rue de Scherdemael",Scherdemaelstraat,,,relation
"Rue de Sébastopol",Sebastopolstraat,,,relation
"Rue de Serbie",Serviëstraat,,,relation
"Rue de Soignies",Zinnikstraat,,,way
"Rue de Spa",Spastraat,,,relation
"Rue de Stalle",Stallestraat,,,way
"Rue de Strasbourg",Straatsburgstraat,,,relation
"Rue de Suède",Zwedenstraat,,,relation
"Rue de Suisse",Zwitserlandstraat,,,way
"Rue de Tabora",Taborastraat,,,way
"Rue de Tamines",Taminesstraat,,,way
"Rue de Tenbosch",Tenbosstraat,,,way
"Rue de Ter Plast",Terplaststraat,,,relation
"Rue de Termonde",Dendermondsestraat,,,relation
"Rue de Tervaete",Tervaetestraat,,,relation
"Rue de Toulouse",Toulousestraat,,,relation
"Rue de Tournai",Doornikstraat,,,way
"Rue de Trèves",Trierstraat,,,relation
"Rue de Veeweyde",Veeweidestraat,,,relation
"Rue de Venise",Venetiëstraat,,,relation
"Rue de Verdun",Verdunstraat,,,relation
"Rue de Vergnies","de Vergniesstraat",,,relation
"Rue de Verrewinkel",Verrewinkelstraat,,,way
"Rue de Verviers",Verviersstraat,,,relation
"Rue de Villers",Villersstraat,,,way
"Rue de Vrière","de Vrièrestraat",,,relation
"Rue de Woeringen",Woeringenstraat,,,way
"Rue de Woluwé-Saint-Étienne","Sint Stevens Woluwestraat",,,relation
"Rue de Zandbergen",Zandbergenstraat,,,relation
"Rue de Zaventem",Zaventemstraat,,,relation
"Rue de Zuen",Zuunstraat,,,relation
"Rue de l'Abattoir",Slachthuisstraat,,,way
"Rue de l'Abbaye",Abdijstraat,,,way
"Rue de l'Abbaye de Dieleghem","Abdij van Dieleghemstraat",,,relation
"Rue de l'Abdication",Troonsafstandsstraat,,,relation
"Rue de l'Abondance",Overvloedstraat,,,way
"Rue de l'Abreuvoir",Hondenwetstraat,,,way
"Rue de l'Abricotier",Abrikozeboomstraat,,,relation
"Rue de l'Accord",Akkoordstraat,,,relation
"Rue de l'Activité",Werkzaamheidstraat,,,relation
"Rue de l'Aérodrome",Vliegveldstraat,,,relation
"Rue de l'Aéronef",Luchtschipstraat,,,way
"Rue de l'Agrafe",Gespstraat,,,relation
"Rue de l'Agrément",Vermaakstraat,,,relation
"Rue de l'Agriculture",Landbouwstraat,,,relation
"Rue de l'Agronome",Agronoomstraat,,,relation
"Rue de l'Aiguille",Naaldstraat,,,relation
"Rue de l'Allée Verte",Groendreefstraat,,,relation
"Rue de l'Alliance",Verbondsstraat,,,relation
"Rue de l'Amazone",Amazonestraat,,,way
"Rue de l'Amblève",Amblèvestraat,,,relation
"Rue de l'Améthyste",Amethiststraat,,,relation
"Rue de l'Amigo",Vruntstraat,,,relation
"Rue de l'Ancien Presbytère","Oude Pastoriestraat",,,relation
"Rue de l'Ancienne Cure","Oude Pastoriestraat",,,relation
"Rue de l'Ancienne Gare",Oudstationstraat,,,way
"Rue de l'Ancre",Ankerstraat,,,relation
"Rue de l'Anémone",Anemoonstraat,,,way
"Rue de l'Angle",Hoekstraat,,,relation
"Rue de l'Angle Jaune","Gele Hoekstraat",,,relation
"Rue de l'Antilope",Antilopestraat,,,way
"Rue de l'Application",Vlijtstraat,,,relation
"Rue de l'Aqueduc",Aquaductstraat,,,way
"Rue de l'Aqueduc",Waterleidingsstraat,,,relation
"Rue de l'Arbre",Boomstraat,,,relation
"Rue de l'Arbre Bénit",Gewijde-Boomstraat,,,relation
"Rue de l'Arbre Unique",Eenboomstraat,,,way
"Rue de l'Arbrisseau",Heesterstraat,,,way
"Rue de l'Arc",Boogstraat,,,relation
"Rue de l'Architecture",Bouwkunststraat,,,relation
"Rue de l'Argonne",Argonnestraat,,,relation
"Rue de l'Armistice",Wapenstilstandstraat,,,relation
"Rue de l'Aronde",Zwaluwstraat,,,way
"Rue de l'Arrosoir",Gieterstraat,,,relation
"Rue de l'Artichaut",Artisjokstraat,,,relation
"Rue de l'Ascension",Bergopstraat,,,relation
"Rue de l'Association",Verenigingstraat,,,relation
"Rue de l'Athénée",Atheneumstraat,,,relation
"Rue de l'Athénée Royal","Koninklijk Atheneumstraat",,,relation
"Rue de l'Aubade",Aubadestraat,,,relation
"Rue de l'Aurore",Dageraadstraat,,,way
"Rue de l'Automne",Herfststraat,,,relation
"Rue de l'Autonomie",Zelfbestuursstraat,,,relation
"Rue de l'Autruche",Struisvogelstraat,,,way
"Rue de l'Avant-Port",Voorhavenstraat,,,relation
"Rue de l'Avenir",Toekomststraat,,,relation
"Rue de l'Avocette",Kluitstraat,,,way
"Rue de l'Azur",Azuurstraat,,,relation
"Rue de l'Eau",Waterstraat,,,relation
"Rue de l'Ecluse",Sasstraat,,,way
"Rue de l'École",Schoolstraat,,,relation
"Rue de l'Ecole Moderne",Moderne-Schoolstraat,,,relation
"Rue de l'Économie",Zuinigheidsstraat,,,relation
"Rue de l'Écuelle",Napstraat,,,relation
"Rue de l'Écuyer",Schildknaapsstraat,,,way
"Rue de l'Education",Opvoedingsstraat,,,relation
"Rue de l'Égalité",Gelijkheidstraat,,,relation
"Rue de l'Église",Kerkstraat,,,relation
"Rue de l'Église Saint-Gilles",Sint-Gilliskerkstraat,,,relation
"Rue de l'Église Saint-Lambert",Sint-Lambertuskerkstraat,,,way
"Rue de l'Eglise Saint-Martin",Sint-Martinuskerkstraat,,,relation
"Rue de l'Église Saint-Pierre",Sint-Pieterskerkstraat,,,relation
"Rue de l'Église Sainte-Anne",Sint-Annakerkstraat,,,relation
"Rue de l'Eider",Eidergansstraat,,,way
"Rue de l'Élan",Elandstraat,,,way
"Rue de l'Electricité",Elektriciteitsstraat,,,relation
"Rue de l'Élégie",Elegiestraat,,,relation
"Rue de l'Éléphant",Olifantstraat,,,relation
"Rue de l'Émancipation",Ontvoogdingsstraat,,,relation
"Rue de l'Émulation",Wedijverstraat,,,relation
"Rue de l'Enclume",Aambeeldstraat,,,relation
"Rue de l'Énergie",Wilskrachtstraat,,,relation
"Rue de l'Engoulevent",Nachtzwaluwstraat,,,way
"Rue de l'Enseignement",Onderrichtsstraat,,,relation
"Rue de l'Enthousiasme",Geestdriftstraat,,,relation
"Rue de l'Entrepôt",Stapelhuisstraat,,,relation
"Rue de l'Épargne",Spaarstraat,,,way
"Rue de l'Épée",Zwaardstraat,,,relation
"Rue de l'Équateur",Evenaarsstraat,,,way
"Rue de l'Équerre",Winkelhaakstraat,,,relation
"Rue de l'Équité",Gerechtigheidsstraat,,,relation
"Rue de l'Ermitage",Kluisstraat,,,relation
"Rue de l'Escadron",Eskadronstraat,,,relation
"Rue de l'Escalier",Trapstraat,,,relation
"Rue de l'Escaut",Scheldestraat,,,relation
"Rue de l'Escrime",Schermstraat,,,way
"Rue de l'Espace Vert","Groene Zonestraat",,,relation
"Rue de l'Espérance",Hoopstraat,,,relation
"Rue de l'Esplanade",Esplanadestraat,,,way
"Rue de l'Est",Ooststraat,,,way
"Rue de l'Étang",Vijverstraat,,,relation
"Rue de l'Été",Zomerstraat,,,relation
"Rue de l'Étendard",Standaardstraat,,,relation
"Rue de l'Étoile",Sterstraat,,,way
"Rue de l'Étoile Polaire",Poolsterstraat,,,relation
"Rue de l'Etourneau",Spreeuwstraat,,,way
"Rue de l'Étuve",Stoofstraat,,,way
"Rue de l'Eventail",Waaierstraat,,,relation
"Rue de l'Évêque",Bisschopsstraat,,,way
"Rue de l'Evolution",Ontwikkelingstraat,,,relation
"Rue de l'Expansion",Uitbreidingsstraat,,,relation
"Rue de l'Harmonie",Harmoniestraat,,,relation
"Rue de l'Hectolitre",Hectoliterstraat,,,relation
"Rue de l'Héroïsme",Heldenmoedstraat,,,relation
"Rue de l'Homme Chrétien",Kerstenmannekensstraat,,,relation
"Rue de l'Hôpital",Gasthuisstraat,,,relation
"Rue de l'Hospice Communal","Gemeentelijke Godshuisstraat",,,way
"Rue de l'Hôtel des Monnaies",Munthofstraat,,,relation
"Rue de l'Hygiène",Hygiënestraat,,,relation
"Rue de l'Idylle",Idyllestraat,,,relation
"Rue de l'Ile Ste Hélène","Eiland Sint-Helenastraat",,,relation
"Rue de l'Imprimerie",Drukkerijstraat,,,way
"Rue de l'Indépendance",Onafhankelijkheidstraat,,,relation
"Rue de l'Industrie",Nijverheidsstraat,,,relation
"Rue de l'Infante Isabelle","Infante Isabellastraat",,,way
"Rue de l'Infirmerie",Fermerijstraat,,,way
"Rue de l'Inquisition",Inquisitiestraat,,,relation
"Rue de l'Institut",Instituutstraat,,,relation
"Rue de l'Instruction",Onderwijsstraat,,,relation
"Rue de l'Intendant",Opzichterstraat,,,relation
"Rue de l'Obus",Obusstraat,,,relation
"Rue de l'Ode",Odestraat,,,way
"Rue de l'Oiselet",Nestelingstraat,,,relation
"Rue de l'Ommegang",Ommegangstraat,,,way
"Rue de l'Ordre",Ordestraat,,,relation
"Rue de l'Orient",Morgenlandstraat,,,relation
"Rue de l'Orme",Olmstraat,,,relation
"Rue de l'Orphelinat",Weeshuisstraat,,,relation
"Rue de l'Osier fleuri",Wilgeroosjesstraat,,,relation
"Rue de l'Ourthe",Ourthestraat,,,relation
"Rue de l'Outarde",Trapgansstraat,,,way
"Rue de l'Union",Uniestraat,,,way
"Rue de l'Urbanisme",Stedebouwstraat,,,relation
"Rue de l'Yser",IJzerstraat,,,way
"Rue de l’Égalité des Droits","Gelijke Rechtenstraat",,,way
"Rue de l’Émancipation",Emancipatiestraat,,,way
"Rue de la Balsamine",Balsamienstraat,,,relation
"Rue de la Banque",Bankstraat,,,way
"Rue de la Bascule",Basculestraat,,,way
"Rue de la Belle au Bois Dormant",Schoonslaapsterstraat,,,relation
"Rue de la Bergerette",Kwikstaartjestraat,,,way
"Rue de la Besace",Knapzakstraat,,,relation
"Rue de la Bienfaisance",Weldadigheidsstraat,,,relation
"Rue de la Bienvenue",Verwelkomingsstraat,,,relation
"Rue de la Bifurcation",Vertakkingsstraat,,,way
"Rue de la Bigorne",Speerhaakstraat,,,relation
"Rue de la Blanchisserie",Blekerijstraat,,,way
"Rue de la Bonne Reine","Goede Koninginstraat",,,relation
"Rue de la Bonté",Goedheidstraat,,,way
"Rue de la Borne",Paalstraat,,,relation
"Rue de la Bougie",Waskaarsstraat,,,relation
"Rue de la Bourse",Beursstraat,,,way
"Rue de la Braie",Moutstraat,,,way
"Rue de la Brasserie",Brouwerijstraat,,,relation
"Rue de la Bravoure",Dapperheidsstraat,,,relation
"Rue de la Briqueterie",Steenbakkerijstraat,,,relation
"Rue de la Bruyère",Heidestraat,,,relation
"Rue de la Buanderie",Washuisstraat,,,way
"Rue de la Cambre",Terkamerenstraat,,,relation
"Rue de la Campine",Kempenstraat,,,relation
"Rue de la Cantilène",Cantilenestraat,,,relation
"Rue de la Caravelle",Karveelstraat,,,relation
"Rue de la Carpe",Karperstraat,,,relation
"Rue de la Carrière",Steengroefstraat,,,relation
"Rue de la Caserne",Kazernestraat,,,way
"Rue de la Cavatine",Cavatinestraat,,,relation
"Rue de la Célidée",Célidéestraat,,,relation
"Rue de la Chancellerie",Kanselarijstraat,,,way
"Rue de la Chanterelle",Lokvogelstraat,,,relation
"Rue de la Chapelle",Kapellestraat,,,relation
"Rue de la Charité",Liefdadigheidsstraat,,,relation
"Rue de la Charrette",Karrestraat,,,way
"Rue de la Chasse Royale","Koninklijke Jachtstraat",,,relation
"Rue de la Chaufferette",Lollepotstraat,,,way
"Rue de la Chaumière",Hutstraat,,,relation
"Rue de la Cible",Schietschijfstraat,,,relation
"Rue de la Ciboulette",Bieslookstraat,,,relation
"Rue de la Cigale",Krekelenberg,,,relation
"Rue de la Cigogne",Ooievaarsstraat,,,way
"Rue de la Citadelle",Citadelstraat,,,way
"Rue de la Cité",Woonwijkstraat,,,relation
"Rue de la Cité Joyeuse","Kindvriendelijk Huisstraat",,,relation
"Rue de la Cité Moderne",Moderne-Wijkstraat,,,relation
"Rue de la Clé",Sleutelstraat,,,way
"Rue de la Clinique",Kliniekstraat,,,relation
"Rue de la Collégiale",Collegialestraat,,,way
"Rue de la Colline",Heuvelstraat,,,relation
"Rue de la Colonne",Kolomstraat,,,relation
"Rue de la Comète",Staartsterstraat,,,relation
"Rue de la Commune",Gemeentestraat,,,way
"Rue de la Compétition",Mededingingstraat,,,relation
"Rue de la Comtesse de Flandre","Gravin Van Vlaanderenstraat",,,relation
"Rue de la Conciliation",Verzoeningsstraat,,,relation
"Rue de la Concorde",Eendrachtsstraat,,,relation
"Rue de la Confiance",Vertrouwenstraat,,,relation
"Rue de la Consolation",Trooststraat,,,way
"Rue de la Constitution",Grondwetstraat,,,relation
"Rue de la Cordialité",Hartelijkheidsstraat,,,relation
"Rue de la Corvette",Korvetstraat,,,way
"Rue de la Courtoisie",Hoffelijkheidsstraat,,,relation
"Rue de la Crèche",Kribbestraat,,,relation
"Rue de la Croix",Kruisstraat,,,relation
"Rue de la Croix de Fer",IJzerenkruisstraat,,,relation
"Rue de la Croix de Pierre",Stenen-Kruisstraat,,,way
"Rue de la Cueillette",Plukstraat,,,way
"Rue de la Cuve",Kuipstraat,,,relation
"Rue de la Délivrance",Verlossingsstraat,,,relation
"Rue de la Démocratie",Democratiestraat,,,relation
"Rue de la Dignité",Waardigheidsstraat,,,relation
"Rue de la Digue",Damstraat,,,relation
"Rue de la Duchesse",Hertoginstraat,,,relation
"Rue de la Dyle",Dijlestraat,,,relation
"Rue de la Fauvette",Grasmusstraat,,,way
"Rue de la Fenaison",Hooitijdstraat,,,relation
"Rue de la Ferme",Hoevestraat,,,relation
"Rue de la Ferme",Pachthoevestraat,,,way
"Rue de la Fiancée",Bruidsstraat,,,way
"Rue de la Filature",Spinnerijstraat,,,relation
"Rue de la Flèche",Pijlstraat,,,relation
"Rue de la Fleur d'Oranger",Oranjebloesemstraat,,,relation
"Rue de la Floraison",Bloeistraat,,,relation
"Rue de la Flûte Enchantée",Toverfluitstraat,,,relation
"Rue de la Fondation",Stichtingsstraat,,,relation
"Rue de la Fonderie",Gieterijstraat,,,relation
